1,1,0.003715766666666667,KLH@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
1,2,0.0082939,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@1,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Your Dorm, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
2,1,0.011518366666666667,KLH@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Photo, Music: DJ, Cleanup: Specialized Materials])
2,2,0.012388666666666666,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@1,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
3,1,0.012977433333333335,KLH@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
3,2,0.013579,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@1,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: Band, Cleanup: Water and Soap])
4,1,0.014672566666666666,KLH@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Photo, Music: DJ, Cleanup: Specialized Materials])
4,2,0.015511533333333334,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@1,(Offer  bid:Bid[Food: Finger-Food, Drinks: Handmade Cocktails, Location: Your Dorm, Invitations: Custom, Printed, Music: Band, Cleanup: Water and Soap])
5,1,0.016156066666666666,KLH@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
5,2,0.0169457,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: Band, Cleanup: Water and Soap])
6,1,0.017774866666666667,KLH@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Photo, Music: DJ, Cleanup: Specialized Materials])
6,2,0.0186668,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@1,(Offer  bid:Bid[Food: Catering, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
