1,1,0.0013946666666666667,KLH@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
1,2,0.0021189,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
2,1,0.0036325999999999997,KLH@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Photo, Music: DJ, Cleanup: Specialized Materials])
2,2,0.004140966666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
3,1,0.0044664,KLH@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
3,2,0.0047672,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: Band, Cleanup: Water and Soap])
4,1,0.005056633333333334,KLH@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Photo, Music: DJ, Cleanup: Specialized Materials])
4,2,0.005447133333333333,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
5,1,0.006091766666666667,KLH@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
5,2,0.007030666666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Your Dorm, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
