1,1,9.985E-4,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
1,2,0.0024432,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a148])
2,1,0.0030863,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
2,2,0.003966933333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a137])
3,1,0.004616733333333334,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
3,2,0.0052629,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a141])
4,1,0.005482233333333334,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
4,2,0.005702,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a136])
5,1,0.005920966666666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
5,2,0.006150666666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a148])
6,1,0.0063688,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
6,2,0.006667800000000001,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a140])
7,1,0.006927766666666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
7,2,0.0074137,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a103])
8,1,0.007693633333333334,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
8,2,0.008280866666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a121])
9,1,0.0085178,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
9,2,0.0087368,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a107])
10,1,0.008984033333333334,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
10,2,0.009171233333333332,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a137])
11,1,0.009340833333333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
11,2,0.009549633333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a109])
12,1,0.010204633333333333,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
12,2,0.012713066666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a139])
13,1,0.013600633333333334,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
13,2,0.013995766666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a115])
14,1,0.014459699999999999,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
14,2,0.014808166666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a102])
15,1,0.0152831,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
15,2,0.015592700000000001,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a113])
16,1,0.0158483,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
16,2,0.0162339,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a134])
17,1,0.0165076,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
17,2,0.016775266666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a122])
18,1,0.017138,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
18,2,0.01748596666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a106])
19,1,0.017897,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
19,2,0.018317333333333335,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a105])
20,1,0.018545866666666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
20,2,0.0190657,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a109])
21,1,0.0195018,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
21,2,0.021477,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[Pie: a129])
22,1,0.021777766666666667,BoulwareNegotiationParty@4,(Offer  bid:Bid[Pie: a1000])
